assembly_id	split	region	count
Arabidopsis_arenicola_GCA_964263825.1	train	background	223
Arabidopsis_arenicola_GCA_964263825.1	train	cds	152917
Arabidopsis_arenicola_GCA_964263825.1	train	exon	23603
Arabidopsis_arenosa_GCA_905216605.1	train	background	146
Arabidopsis_arenosa_GCA_905216605.1	train	cds	145905
Arabidopsis_arenosa_GCA_905216605.1	train	exon	47199
Arabidopsis_arenosa_GCA_905216605.1	train	gene	18912
Arabidopsis_arenosa_GCA_905216605.1	train	intron	129415
Arabidopsis_arenosa_GCA_905216605.1	train	mrna	330
Arabidopsis_halleri_GCA_964271285.1	train	background	258
Arabidopsis_halleri_GCA_964271285.1	train	cds	157473
Arabidopsis_halleri_GCA_964271285.1	train	exon	31877
Arabidopsis_halleri_GCA_964271285.1	train	five_prime_utr	26359
Arabidopsis_halleri_GCA_964271285.1	train	three_prime_utr	26486
Arabidopsis_lyrata_GCA_944990045.1	train	background	214
Arabidopsis_lyrata_GCA_944990045.1	train	cds	149483
Arabidopsis_lyrata_GCA_944990045.1	train	exon	29661
Arabidopsis_lyrata_GCA_944990045.1	train	five_prime_utr	36607
Arabidopsis_lyrata_GCA_944990045.1	train	gene	229
Arabidopsis_lyrata_GCA_944990045.1	train	three_prime_utr	31420
Arabidopsis_suecica_GCA_019202805.1	train	background	266
Arabidopsis_suecica_GCA_019202805.1	train	cds	291513
Arabidopsis_suecica_GCA_019202805.1	train	exon	76190
Arabidopsis_suecica_GCA_019202805.1	train	gene	42744
Arabidopsis_suecica_GCA_019202805.1	train	intron	242861
Arabidopsis_suecica_GCA_019202805.1	train	mrna	1808
Arabidopsis_thaliana_GCA_000001735.2	train	background	117
Arabidopsis_thaliana_GCA_000001735.2	train	cds	155722
Arabidopsis_thaliana_GCA_000001735.2	train	exon	95961
Arabidopsis_thaliana_GCA_000001735.2	train	five_prime_utr	17
Arabidopsis_thaliana_GCA_000001735.2	train	gene	22964
Arabidopsis_thaliana_GCA_000001735.2	train	intron	133924
Arabidopsis_thaliana_GCA_000001735.2	train	mrna	17690
Arabidopsis_thaliana_GCA_000001735.2	train	three_prime_utr	14
Arabidopsis_thaliana_GCA_000001735.2	train	transcript	508
Arabidopsis_thaliana_GCA_001651475.1	train	background	107
Arabidopsis_thaliana_GCA_001651475.1	train	cds	139224
Arabidopsis_thaliana_GCA_001651475.1	train	exon	57998
Arabidopsis_thaliana_GCA_001651475.1	train	gene	21292
Arabidopsis_thaliana_GCA_001651475.1	train	intron	117995
Arabidopsis_thaliana_GCA_001651475.1	train	mrna	1761
Arabidopsis_thaliana_GCA_051989455.1	train	background	118
Arabidopsis_thaliana_GCA_051989455.1	train	cds	142597
Arabidopsis_thaliana_GCA_051989455.1	train	exon	50695
Arabidopsis_thaliana_GCA_051989455.1	train	five_prime_utr	22703
Arabidopsis_thaliana_GCA_051989455.1	train	gene	22967
Arabidopsis_thaliana_GCA_051989455.1	train	intron	118998
Arabidopsis_thaliana_GCA_051989455.1	train	three_prime_utr	23155
Arabidopsis_thaliana_GCA_052361225.1	train	background	117
Arabidopsis_thaliana_GCA_052361225.1	train	cds	143299
Arabidopsis_thaliana_GCA_052361225.1	train	exon	51366
Arabidopsis_thaliana_GCA_052361225.1	train	five_prime_utr	23077
Arabidopsis_thaliana_GCA_052361225.1	train	gene	23304
Arabidopsis_thaliana_GCA_052361225.1	train	intron	119470
Arabidopsis_thaliana_GCA_052361225.1	train	three_prime_utr	23615
Arabidopsis_thaliana_GCA_902651935.1	train	background	116
Arabidopsis_thaliana_GCA_902651935.1	train	cds	138812
Arabidopsis_thaliana_GCA_902651935.1	train	gene	20399
Arabidopsis_thaliana_GCA_902651935.1	train	intron	111818
Arabidopsis_thaliana_GCA_902651935.1	train	mrna	131
Arabidopsis_thaliana_GCA_902705455.1	validation	background	116
Arabidopsis_thaliana_GCA_902705455.1	validation	cds	139259
Arabidopsis_thaliana_GCA_902705455.1	validation	gene	20359
Arabidopsis_thaliana_GCA_902705455.1	validation	intron	112338
Arabidopsis_thaliana_GCA_902705455.1	validation	mrna	173
Arabidopsis_thaliana_GCA_904420315.1	train	background	120
Arabidopsis_thaliana_GCA_904420315.1	train	cds	140623
Arabidopsis_thaliana_GCA_904420315.1	train	exon	52334
Arabidopsis_thaliana_GCA_904420315.1	train	gene	18836
Arabidopsis_thaliana_GCA_904420315.1	train	intron	126625
Arabidopsis_thaliana_GCA_904420315.1	train	mrna	1384
Arabidopsis_thaliana_GCA_978657495.1	train	background	138
Arabidopsis_thaliana_GCA_978657495.1	train	cds	144750
Arabidopsis_thaliana_GCA_978657495.1	train	exon	83835
Arabidopsis_thaliana_GCA_978657495.1	train	gene	44489
Arabidopsis_thaliana_GCA_978657495.1	train	intron	128893
Arabidopsis_thaliana_GCA_978657495.1	train	mrna	3267
Arabidopsis_thaliana_GCA_978657495.1	train	transcript	6
Arabidopsis_thaliana_GCF_000001735.4	test	background	110
Arabidopsis_thaliana_GCF_000001735.4	test	cds	155722
Arabidopsis_thaliana_GCF_000001735.4	test	exon	95965
Arabidopsis_thaliana_GCF_000001735.4	test	five_prime_utr	17
Arabidopsis_thaliana_GCF_000001735.4	test	gene	22968
Arabidopsis_thaliana_GCF_000001735.4	test	intron	133949
Arabidopsis_thaliana_GCF_000001735.4	test	mrna	17692
Arabidopsis_thaliana_GCF_000001735.4	test	three_prime_utr	15
Arabidopsis_thaliana_GCF_000001735.4	test	transcript	508
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	background	261
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	cds	289143
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	exon	73347
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	gene	42430
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	intron	240703
Arabidopsis_thaliana_x_Arabidopsis_arenosa_GCA_019202795.1	train	mrna	1716
Arabis_alpina_GCA_000733195.1	train	background	252
Arabis_alpina_GCA_000733195.1	train	cds	101448
Arabis_alpina_GCA_000733195.1	train	exon	32939
Arabis_alpina_GCA_000733195.1	train	gene	23028
Arabis_alpina_GCA_000733195.1	train	intron	81867
Arabis_alpina_GCA_000733195.1	train	mrna	692
Arabis_caerulea_GCA_964264145.1	validation	background	345
Arabis_caerulea_GCA_964264145.1	validation	cds	157150
Arabis_caerulea_GCA_964264145.1	validation	exon	25785
Arabis_ciliata_GCA_964264135.1	train	background	307
Arabis_ciliata_GCA_964264135.1	train	cds	153758
Arabis_ciliata_GCA_964264135.1	train	exon	24542
Brassica_carinata_GCA_016771965.1	train	background	986
Brassica_carinata_GCA_016771965.1	train	cds	420113
Brassica_carinata_GCA_016771965.1	train	gene	68996
Brassica_carinata_GCA_016771965.1	train	intron	328400
Brassica_carinata_GCA_040550855.1	validation	background	1059
Brassica_carinata_GCA_040550855.1	validation	cds	468791
Brassica_carinata_GCA_040550855.1	validation	gene	84804
Brassica_carinata_GCA_040550855.1	validation	intron	366592
Brassica_carinata_GCA_040550855.1	validation	mrna	42943
Brassica_carinata_GCA_040584065.1	train	background	995
Brassica_carinata_GCA_040584065.1	train	cds	469223
Brassica_carinata_GCA_040584065.1	train	gene	85079
Brassica_carinata_GCA_040584065.1	train	intron	368137
Brassica_carinata_GCA_040584065.1	train	mrna	44857
Brassica_cretica_GCA_003260635.2	train	background	194
Brassica_cretica_GCA_003260635.2	train	cds	174745
Brassica_cretica_GCA_003260635.2	train	exon	895
Brassica_cretica_GCA_003260635.2	train	gene	33664
Brassica_cretica_GCA_003260635.2	train	intron	129633
Brassica_cretica_GCA_003260635.2	train	mrna	1
Brassica_cretica_GCA_003260655.2	train	background	303
Brassica_cretica_GCA_003260655.2	train	cds	249293
Brassica_cretica_GCA_003260655.2	train	exon	1097
Brassica_cretica_GCA_003260655.2	train	gene	46676
Brassica_cretica_GCA_003260655.2	train	intron	187048
Brassica_cretica_GCA_003260675.2	validation	background	260
Brassica_cretica_GCA_003260675.2	validation	cds	238859
Brassica_cretica_GCA_003260675.2	validation	exon	1392
Brassica_cretica_GCA_003260675.2	validation	gene	45755
Brassica_cretica_GCA_003260675.2	validation	intron	177220
Brassica_cretica_GCA_003260695.2	train	background	189
Brassica_cretica_GCA_003260695.2	train	cds	172582
Brassica_cretica_GCA_003260695.2	train	exon	875
Brassica_cretica_GCA_003260695.2	train	gene	33101
Brassica_cretica_GCA_003260695.2	train	intron	128487
Brassica_napus_GCA_000751015.1	test	background	407
Brassica_napus_GCA_000751015.1	test	cds	54739
Brassica_napus_GCA_000751015.1	test	exon	9365
Brassica_napus_GCA_000751015.1	test	five_prime_utr	5030
Brassica_napus_GCA_000751015.1	test	three_prime_utr	5159
Brassica_napus_GCA_020379485.1	train	background	1034
Brassica_napus_GCA_020379485.1	train	cds	537775
Brassica_napus_GCA_020379485.1	train	exon	23853
Brassica_napus_GCA_020379485.1	train	gene	82517
Brassica_napus_GCA_020379485.1	train	intron	454236
Brassica_napus_GCA_038677285.1	train	background	965
Brassica_napus_GCA_038677285.1	train	cds	544367
Brassica_napus_GCA_038677285.1	train	exon	110501
Brassica_napus_GCA_038677285.1	train	gene	104007
Brassica_napus_GCA_038677285.1	train	intron	438757
Brassica_napus_GCA_905183035.1	train	background	878
Brassica_napus_GCA_905183035.1	train	cds	487529
Brassica_napus_GCA_905183035.1	train	exon	95505
Brassica_napus_GCA_905183035.1	train	five_prime_utr	50985
Brassica_napus_GCA_905183035.1	train	three_prime_utr	52170
Brassica_napus_GCA_982223935.1	train	background	744
Brassica_napus_GCA_982223935.1	train	cds	407970
Brassica_napus_GCA_982223935.1	train	exon	74671
Brassica_napus_GCA_982223935.1	train	five_prime_utr	14503
Brassica_napus_GCA_982223935.1	train	three_prime_utr	15091
Brassica_napus_GCF_000686985.2	train	background	1015
Brassica_napus_GCF_000686985.2	train	cds	455228
Brassica_napus_GCF_000686985.2	train	exon	267633
Brassica_napus_GCF_000686985.2	train	gene	81167
Brassica_napus_GCF_000686985.2	train	intron	394642
Brassica_napus_GCF_000686985.2	train	mrna	16633
Brassica_napus_GCF_000686985.2	train	transcript	1490
Brassica_napus_GCF_020379485.1	validation	background	1036
Brassica_napus_GCF_020379485.1	validation	cds	434965
Brassica_napus_GCF_020379485.1	validation	exon	265384
Brassica_napus_GCF_020379485.1	validation	gene	76995
Brassica_napus_GCF_020379485.1	validation	intron	381852
Brassica_napus_GCF_020379485.1	validation	mrna	19033
Brassica_napus_GCF_020379485.1	validation	transcript	2081
Brassica_oleracea_GCA_965638055.1	validation	background	695
Brassica_oleracea_GCA_965638055.1	validation	cds	301098
Brassica_oleracea_GCA_965638055.1	validation	exon	57125
Brassica_oleracea_GCA_965638055.1	validation	five_prime_utr	12375
Brassica_oleracea_GCA_965638055.1	validation	three_prime_utr	12733
Brassica_oleracea_GCA_965638065.1	train	background	553
Brassica_oleracea_GCA_965638065.1	train	cds	278452
Brassica_oleracea_GCA_965638065.1	train	exon	54793
Brassica_oleracea_GCA_965638065.1	train	five_prime_utr	35794
Brassica_oleracea_GCA_965638065.1	train	three_prime_utr	35993
Brassica_oleracea_GCA_965641685.1	train	background	583
Brassica_oleracea_GCA_965641685.1	train	cds	284678
Brassica_oleracea_GCA_965641685.1	train	exon	55802
Brassica_oleracea_GCA_965641685.1	train	five_prime_utr	35371
Brassica_oleracea_GCA_965641685.1	train	three_prime_utr	35270
Brassica_oleracea_GCF_000695525.1	train	background	450
Brassica_oleracea_GCF_000695525.1	train	cds	217660
Brassica_oleracea_GCF_000695525.1	train	exon	124833
Brassica_oleracea_GCF_000695525.1	train	gene	38066
Brassica_oleracea_GCF_000695525.1	train	intron	189861
Brassica_oleracea_GCF_000695525.1	train	mrna	7229
Brassica_oleracea_GCF_000695525.1	train	transcript	695
Brassica_oleracea_var._botrytis_GCA_965641685.1	train	background	583
Brassica_oleracea_var._botrytis_GCA_965641685.1	train	cds	284678
Brassica_oleracea_var._botrytis_GCA_965641685.1	train	exon	55802
Brassica_oleracea_var._botrytis_GCA_965641685.1	train	five_prime_utr	35371
Brassica_oleracea_var._botrytis_GCA_965641685.1	train	three_prime_utr	35270
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	background	450
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	cds	217660
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	exon	124833
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	gene	38066
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	intron	189861
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	mrna	7229
Brassica_oleracea_var._oleracea_GCF_000695525.1	train	transcript	695
Brassica_rapa_GCA_017639395.1	train	background	309
Brassica_rapa_GCA_017639395.1	train	cds	242653
Brassica_rapa_GCA_017639395.1	train	five_prime_utr	23269
Brassica_rapa_GCA_017639395.1	train	gene	38460
Brassica_rapa_GCA_017639395.1	train	intron	200274
Brassica_rapa_GCA_017639395.1	train	mrna	22359
Brassica_rapa_GCA_017639395.1	train	three_prime_utr	23991
Brassica_rapa_GCA_900412535.3	train	background	474
Brassica_rapa_GCA_900412535.3	train	cds	238135
Brassica_rapa_GCA_900412535.3	train	exon	42183
Brassica_rapa_GCA_900412535.3	train	five_prime_utr	7133
Brassica_rapa_GCA_900412535.3	train	three_prime_utr	7877
Brassica_rapa_GCA_965641675.1	validation	background	357
Brassica_rapa_GCA_965641675.1	validation	cds	237425
Brassica_rapa_GCA_965641675.1	validation	exon	43776
Brassica_rapa_GCA_965641675.1	validation	five_prime_utr	32045
Brassica_rapa_GCA_965641675.1	validation	three_prime_utr	32070
Brassica_rapa_GCA_965641695.1	train	background	425
Brassica_rapa_GCA_965641695.1	train	cds	244855
Brassica_rapa_GCA_965641695.1	train	exon	44724
Brassica_rapa_GCA_965641695.1	train	five_prime_utr	29317
Brassica_rapa_GCA_965641695.1	train	three_prime_utr	29496
Brassica_rapa_GCF_000309985.2	train	background	340
Brassica_rapa_GCF_000309985.2	train	cds	218071
Brassica_rapa_GCF_000309985.2	train	exon	130589
Brassica_rapa_GCF_000309985.2	train	gene	37866
Brassica_rapa_GCF_000309985.2	train	intron	196322
Brassica_rapa_GCF_000309985.2	train	mrna	12766
Brassica_rapa_GCF_000309985.2	train	transcript	1170
Brassica_rapa_subsp._narinosa_GCA_965641695.1	train	background	425
Brassica_rapa_subsp._narinosa_GCA_965641695.1	train	cds	244855
Brassica_rapa_subsp._narinosa_GCA_965641695.1	train	exon	44724
Brassica_rapa_subsp._narinosa_GCA_965641695.1	train	five_prime_utr	29317
Brassica_rapa_subsp._narinosa_GCA_965641695.1	train	three_prime_utr	29496
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	background	365
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	cds	242653
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	five_prime_utr	23269
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	gene	38460
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	intron	200274
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	mrna	22359
Brassica_rapa_subsp._trilocularis_GCA_017639395.1	train	three_prime_utr	23991
Brassica_rapa_subsp._trilocularis_GCA_965641675.1	validation	background	372
Brassica_rapa_subsp._trilocularis_GCA_965641675.1	validation	cds	237425
Brassica_rapa_subsp._trilocularis_GCA_965641675.1	validation	exon	43776
Brassica_rapa_subsp._trilocularis_GCA_965641675.1	validation	five_prime_utr	32045
Brassica_rapa_subsp._trilocularis_GCA_965641675.1	validation	three_prime_utr	32070
Camelina_sativa_GCF_000633955.1	test	background	607
Camelina_sativa_GCF_000633955.1	test	cds	432361
Camelina_sativa_GCF_000633955.1	test	exon	240022
Camelina_sativa_GCF_000633955.1	test	gene	71674
Camelina_sativa_GCF_000633955.1	test	intron	377606
Camelina_sativa_GCF_000633955.1	test	mrna	14572
Camelina_sativa_GCF_000633955.1	test	transcript	981
Capsella_rubella_GCA_000375325.1	train	background	129
Capsella_rubella_GCA_000375325.1	train	cds	136540
Capsella_rubella_GCA_000375325.1	train	exon	30521
Capsella_rubella_GCA_000375325.1	train	gene	20789
Capsella_rubella_GCA_000375325.1	train	intron	114591
Capsella_rubella_GCA_000375325.1	train	mrna	993
Capsella_rubella_GCF_000375325.1	train	background	129
Capsella_rubella_GCF_000375325.1	train	cds	143313
Capsella_rubella_GCF_000375325.1	train	exon	63178
Capsella_rubella_GCF_000375325.1	train	gene	22148
Capsella_rubella_GCF_000375325.1	train	intron	125608
Capsella_rubella_GCF_000375325.1	train	mrna	4320
Capsella_rubella_GCF_000375325.1	train	transcript	192
Cardamine_amara_subsp._amara_GCA_040955855.1	train	background	77
Cardamine_amara_subsp._amara_GCA_040955855.1	train	cds	94404
Cardamine_amara_subsp._amara_GCA_040955855.1	train	gene	13079
Cardamine_amara_subsp._amara_GCA_040955855.1	train	intron	73382
Cardamine_amara_subsp._amara_GCA_040955855.1	train	mrna	61
Cardamine_amara_subsp._amara_GCA_056512305.1	train	background	206
Cardamine_amara_subsp._amara_GCA_056512305.1	train	cds	144903
Cardamine_amara_subsp._amara_GCA_056512305.1	train	exon	38505
Cardamine_amara_subsp._amara_GCA_056512305.1	train	gene	20086
Cardamine_amara_subsp._amara_GCA_056512305.1	train	intron	116267
Cardamine_amara_subsp._amara_GCA_056512305.1	train	mrna	1523
Cardamine_amara_subsp._amara_GCA_056512385.1	train	background	205
Cardamine_amara_subsp._amara_GCA_056512385.1	train	cds	146806
Cardamine_amara_subsp._amara_GCA_056512385.1	train	exon	43217
Cardamine_amara_subsp._amara_GCA_056512385.1	train	gene	20273
Cardamine_amara_subsp._amara_GCA_056512385.1	train	intron	117572
Cardamine_amara_subsp._amara_GCA_056512385.1	train	mrna	1744
Cardamine_hirsuta_GCA_964263975.1	test	background	204
Cardamine_hirsuta_GCA_964263975.1	test	cds	144153
Cardamine_hirsuta_GCA_964263975.1	test	exon	22407
Cardamine_resedifolia_GCA_964263995.1	train	background	218
Cardamine_resedifolia_GCA_964263995.1	train	cds	140580
Cardamine_resedifolia_GCA_964263995.1	train	exon	21525
Noccaea_brachypetala_GCA_964264125.1	train	background	204
Noccaea_brachypetala_GCA_964264125.1	train	cds	155109
Noccaea_brachypetala_GCA_964264125.1	train	exon	24533
Noccaea_rotundifolia_GCA_964264115.1	train	background	415
Noccaea_rotundifolia_GCA_964264115.1	train	cds	160282
Noccaea_rotundifolia_GCA_964264115.1	train	exon	25805
Sinapis_alba_GCA_012274485.2	test	background	802
Sinapis_alba_GCA_012274485.2	test	cds	102031
Sinapis_alba_GCA_012274485.2	test	exon	28203
Sinapis_alba_GCA_012274485.2	test	gene	15835
Sinapis_alba_GCA_012274485.2	test	intron	84756
Sinapis_alba_GCA_012274485.2	test	mrna	325
Thlaspi_arvense_GCA_055878665.1	train	background	437
Thlaspi_arvense_GCA_055878665.1	train	cds	150868
Thlaspi_arvense_GCA_055878665.1	train	exon	71773
Thlaspi_arvense_GCA_055878665.1	train	gene	22183
Thlaspi_arvense_GCA_055878665.1	train	intron	127014
Thlaspi_arvense_GCA_055878665.1	train	mrna	12797
Thlaspi_arvense_GCA_055878685.1	train	background	438
Thlaspi_arvense_GCA_055878685.1	train	cds	154214
Thlaspi_arvense_GCA_055878685.1	train	exon	78058
Thlaspi_arvense_GCA_055878685.1	train	gene	22101
Thlaspi_arvense_GCA_055878685.1	train	intron	127295
Thlaspi_arvense_GCA_055878685.1	train	mrna	17195
Thlaspi_arvense_GCA_056507885.1	train	background	441
Thlaspi_arvense_GCA_056507885.1	train	cds	148866
Thlaspi_arvense_GCA_056507885.1	train	exon	67640
Thlaspi_arvense_GCA_056507885.1	train	gene	21963
Thlaspi_arvense_GCA_056507885.1	train	intron	125177
Thlaspi_arvense_GCA_056507885.1	train	mrna	11801
Thlaspi_arvense_GCA_056507925.1	train	background	444
Thlaspi_arvense_GCA_056507925.1	train	cds	148965
Thlaspi_arvense_GCA_056507925.1	train	exon	68387
Thlaspi_arvense_GCA_056507925.1	train	gene	21916
Thlaspi_arvense_GCA_056507925.1	train	intron	126454
Thlaspi_arvense_GCA_056507925.1	train	mrna	12292
Thlaspi_arvense_GCA_056507965.1	train	background	444
Thlaspi_arvense_GCA_056507965.1	train	cds	150540
Thlaspi_arvense_GCA_056507965.1	train	exon	71574
Thlaspi_arvense_GCA_056507965.1	train	gene	22000
Thlaspi_arvense_GCA_056507965.1	train	intron	125951
Thlaspi_arvense_GCA_056507965.1	train	mrna	13504
Thlaspi_arvense_GCA_056507985.1	train	background	430
Thlaspi_arvense_GCA_056507985.1	train	cds	152424
Thlaspi_arvense_GCA_056507985.1	train	exon	74194
Thlaspi_arvense_GCA_056507985.1	train	gene	21711
Thlaspi_arvense_GCA_056507985.1	train	intron	125327
Thlaspi_arvense_GCA_056507985.1	train	mrna	17010
Thlaspi_arvense_GCA_056508005.1	train	background	449
Thlaspi_arvense_GCA_056508005.1	train	cds	154169
Thlaspi_arvense_GCA_056508005.1	train	exon	76417
Thlaspi_arvense_GCA_056508005.1	train	gene	22201
Thlaspi_arvense_GCA_056508005.1	train	intron	126207
Thlaspi_arvense_GCA_056508005.1	train	mrna	15585
Thlaspi_arvense_GCA_911865555.2	train	background	560
Thlaspi_arvense_GCA_911865555.2	train	cds	141491
Thlaspi_arvense_GCA_911865555.2	train	exon	24124
Thlaspi_arvense_GCA_911865555.2	train	gene	20916
Thlaspi_arvense_GCA_911865555.2	train	intron	123420
